address,post_code,state,city,url,latitude,longitude
2667 W Camelback,85017-3211,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/2667-w-camelback/12439.html,33.509245,-112.116706
3130 E Broadway,85040,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3130-e-broadway/26394.html,33.407552,-112.01386
3155 E. Indian School Rd,85018,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3155-e-indian-school-rd/37926.html,33.494954,-112.013276
3721 E Thomas Rd  Walmart #2515,85018,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3721-e-thomas-rd-walmart-2515/19131.html,33.478704,-112.000941
3400 E Sky Harbor Blvd,85034,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3400-e-sky-harbor-blvd/35362.html,33.437111,-111.994354
545 E Mcdowell,85007,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/545-e-mcdowell/20697.html,33.465090000000004,-112.06556599999999
125 N 24th Street,85034-1332,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/125-n-24th-street/6410.html,33.450139,-112.029766
223 N 7th Ave,85003,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/223-n-7th-ave/23311.html,33.451167,-112.082117
3323 N 24th St,85016-7317,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3323-n-24th-st/1403.html,33.486675,-112.029725
926 E Indian School Rd,85014,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/926-e-indian-school-rd/7816.html,33.4952,-112.06176
1850 S 7th St,85034-5120,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/1850-s-7th-st/7784.html,33.429728999999995,-112.06566699999999
711 W Indian School Road,85013,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/711-w-indian-school-road/36396.html,33.494463,-112.08375900000001
1635 E Camelback Rd,85016,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/1635-e-camelback-rd/22352.html,33.50881,-112.04620600000001
3155 E. Indian School Rd,85018,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3155-e-indian-school-rd/37926.html,33.494954,-112.013276
3721 E Thomas Rd  Walmart #2515,85018,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3721-e-thomas-rd-walmart-2515/19131.html,33.478704,-112.000941
2427 W Thomas Rd,85015-5941,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/2427-w-thomas-rd/1258.html,33.480185999999996,-112.11085700000001
750 W Camelback Rd,85013-2207,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/750-w-camelback-rd/3571.html,33.509799,-112.084833
3400 E Sky Harbor Blvd,85034,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3400-e-sky-harbor-blvd/35362.html,33.437111,-111.994354
4430 E Thomas,85018-7608,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/4430-e-thomas/1092.html,33.480701,-111.98569599999999
3130 E Broadway,85040,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3130-e-broadway/26394.html,33.407552,-112.01386000000001
1607 W Bethany Home Rd (W*m #2113),85015,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/1607-w-bethany-home-rd-wm-2113/28865.html,33.522001,-112.09298000000001
3501 W. Van Buren St.,85009,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3501-w-van-buren-st/5455.html,33.450994,-112.135001
3207 W Indian School,85017-3902,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3207-w-indian-school/11739.html,33.494375,-112.128367
2667 W Camelback,85017-3211,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/2667-w-camelback/12439.html,33.509245,-112.11670600000001
5100 York Rd,21212,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/5100-york-rd/3598.html,39.350388,-76.61021
1600 Argonne Dr,21218,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/1600-argonne-dr/12239.html,39.340528000000006,-76.590571
6830 Loch Raven Blvd,21286,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/6830-loch-raven-blvd/23665.html,39.384705,-76.577897
3920 Falls Rd,21211,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/3920-falls-rd/14244.html,39.335614,-76.63667099999998
7309 Mc Clean Blvd,21234,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/7309-mc-clean-blvd/10497.html,39.372808,-76.56695400000002
4635-37 Harford Rd,21214,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/4635-37-harford-rd/11619.html,39.342813,-76.568476
2840 Greenmount Ave,21218,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/2840-greenmount-ave/10828.html,39.323284,-76.609934
934 York Rd,21204,Md,Towson,https://www.mcdonalds.com//content/us/en-us/location/md/towson/934-york-rd/5168.html,39.408845,-76.608799
1619 E Joppa Rd,21286,Md,Towson,https://www.mcdonalds.com//content/us/en-us/location/md/towson/1619-e-joppa-rd/400.html,39.396579,-76.56522199999998
4401 Reistertown Rd,21215,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/4401-reistertown-rd/1024.html,39.33941,-76.667958
2001 N Broadway,21213,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/2001-n-broadway/2797.html,39.313688,-76.596111
15 W North Ave,21201,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/15-w-north-ave/3942.html,39.310641,-76.617139
5713 Belair Rd,21206,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/5713-belair-rd/16736.html,39.342985,-76.544044
2107 E Joppa Rd,21234,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/2107-e-joppa-rd/4145.html,39.397685,-76.540369
4205-15 Mortimer Ave,21215,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/4205-15-mortimer-ave/11639.html,39.3477,-76.69372299999998
3212 E Greenway,85032,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3212-e-greenway/11346.html,33.62688,-112.012759
2447 E Bell Rd,85032-2411,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/2447-e-bell-rd/6085.html,33.640193,-112.02892800000001
4830 E Bell Rd,85254-6000,Az,Scottsdale,https://www.mcdonalds.com//content/us/en-us/location/az/scottsdale/4830-e-bell-rd/11064.html,33.641069,-111.976219
20210 N Cave Creek Rd,85024,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/20210-n-cave-creek-rd/21224.html,33.670068,-112.031676
4505 E Cactus Rd,85032-7701,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/4505-e-cactus-rd/4699.html,33.599340999999995,-111.98441799999999
650 East Bell Road,85022-2311,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/650-east-bell-road/10679.html,33.640884,-112.066078
719 E Thunderbird Rd,85020,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/719-e-thunderbird-rd/23008.html,33.607089,-112.064334
10230 N 32nd St,85028-3823,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/10230-n-32nd-st/2531.html,33.579988,-112.01356399999999
6335 E Greenway,85254,Az,Scottsdale,https://www.mcdonalds.com//content/us/en-us/location/az/scottsdale/6335-e-greenway/17594.html,33.625365,-111.94371100000001
626 W Union Hills,85027,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/626-w-union-hills/21431.html,33.655056,-112.082489
1825 W. Bell Rd Wm#2512,85023,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/1825-w-bell-rd-wm2512/31464.html,33.637212,-112.098098
25 N Howard St,21201,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/25-n-howard-st/2606.html,39.290334,-76.619251
425 W Baltimore St,21201,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/425-w-baltimore-st/8115.html,39.28911,-76.62213299999998
825 East Fort Avenue,21230-5117,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/825-east-fort-avenue/11851.html,39.271601,-76.602161
15 W North Ave,21201,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/15-w-north-ave/3942.html,39.310641,-76.617139
2001 N Broadway,21213,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/2001-n-broadway/2797.html,39.313688,-76.596111
3401 Pulaski Hwy,21224,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/3401-pulaski-hwy/20970.html,39.29579,-76.56914
2840 Greenmount Ave,21218,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/2840-greenmount-ave/10828.html,39.323284,-76.609934
2501-13 W Franklin Str,21223,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/2501-13-w-franklin-str/5088.html,39.29297800000001,-76.65673699999998
4526 Erdman Ave,21213,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/4526-erdman-ave/10653.html,39.309395,-76.561964
3249 Frederick Ave,21229,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/3249-frederick-ave/4450.html,39.280542,-76.671423
3920 Falls Rd,21211,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/3920-falls-rd/14244.html,39.335614,-76.63667099999998
5600 Odonnell Street Cut Off,21224,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/5600-odonnell-street-cut-off/12958.html,39.278814,-76.546617
101 W Patapsco Ave,21225,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/101-w-patapsco-ave/19078.html,39.238874,-76.611871
1600 Argonne Dr,21218,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/1600-argonne-dr/12239.html,39.340528000000006,-76.590571
3223 Washington Blvd,21230,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/3223-washington-blvd/10626.html,39.256965,-76.663815
6001 Moravia Rd,21206,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/6001-moravia-rd/17810.html,39.315155,-76.54469300000002
6540 Eastern Avenue,21224,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/6540-eastern-avenue/33853.html,39.288077,-76.536686
3619 Wilkins Ave,21229,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/3619-wilkins-ave/20973.html,39.270342,-76.680767
5100 York Rd,21212,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/5100-york-rd/3598.html,39.350388,-76.61021
4635-37 Harford Rd,21214,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/4635-37-harford-rd/11619.html,39.342813,-76.568476
5045 Ritchie Hwy,21225,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/5045-ritchie-hwy/3763.html,39.224198,-76.613124
4401 Reistertown Rd,21215,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/4401-reistertown-rd/1024.html,39.33941,-76.667958
7500 Pulaski Hwy,21237,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/7500-pulaski-hwy/22171.html,39.313056,-76.525502
2222 Dundalk Ave,21222,Md,Dundalk,https://www.mcdonalds.com//content/us/en-us/location/md/dundalk/2222-dundalk-ave/2055.html,39.262489,-76.526675
3400 E Sky Harbor Blvd,85034,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3400-e-sky-harbor-blvd/35362.html,33.437111,-111.994354
4430 E Thomas,85018-7608,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/4430-e-thomas/1092.html,33.480701,-111.98569599999999
3721 E Thomas Rd  Walmart #2515,85018,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3721-e-thomas-rd-walmart-2515/19131.html,33.478704,-112.000941
1325 W Broadway,85282-1212,Az,Tempe,https://www.mcdonalds.com//content/us/en-us/location/az/tempe/1325-w-broadway/3570.html,33.407133,-111.958688
2882 N Scottsdale Rd,85257,Az,Scottsdale,https://www.mcdonalds.com//content/us/en-us/location/az/scottsdale/2882-n-scottsdale-rd/12536.html,33.479918,-111.926588
125 N 24th Street,85034-1332,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/125-n-24th-street/6410.html,33.450139,-112.029766
1205 S Rural Rd,85280-1393,Az,Tempe,https://www.mcdonalds.com//content/us/en-us/location/az/tempe/1205-s-rural-rd/11664.html,33.415847,-111.925918
1516 N Hayden Rd,85257,Az,Scottsdale,https://www.mcdonalds.com//content/us/en-us/location/az/scottsdale/1516-n-hayden-rd/21717.html,33.465051,-111.909328
3130 E Broadway,85040,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3130-e-broadway/26394.html,33.407552,-112.01386000000001
3255 S 48th St,85282-3148,Az,Tempe,https://www.mcdonalds.com//content/us/en-us/location/az/tempe/3255-s-48th-st/4909.html,33.393262,-111.97773799999999
1785 E University,85281,Az,Tempe,https://www.mcdonalds.com//content/us/en-us/location/az/tempe/1785-e-university/22111.html,33.421425,-111.91021699999999
3155 E. Indian School Rd,85018,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3155-e-indian-school-rd/37926.html,33.494954,-112.013276
3323 N 24th St,85016-7317,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3323-n-24th-st/1403.html,33.486675,-112.029725
8001 E Indian School Rd,85257,Az,Scottsdale,https://www.mcdonalds.com//content/us/en-us/location/az/scottsdale/8001-e-indian-school-rd/3812.html,33.494536,-111.908455
3400 E Sky Harbor Blvd,85034,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3400-e-sky-harbor-blvd/35362.html,33.437111,-111.994354
4430 E Thomas,85018-7608,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/4430-e-thomas/1092.html,33.480701,-111.985696
3721 E Thomas Rd  Walmart #2515,85018,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3721-e-thomas-rd-walmart-2515/19131.html,33.478704,-112.000941
1325 W Broadway,85282-1212,Az,Tempe,https://www.mcdonalds.com//content/us/en-us/location/az/tempe/1325-w-broadway/3570.html,33.407133,-111.958688
2882 N Scottsdale Rd,85257,Az,Scottsdale,https://www.mcdonalds.com//content/us/en-us/location/az/scottsdale/2882-n-scottsdale-rd/12536.html,33.479918,-111.926588
125 N 24th Street,85034-1332,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/125-n-24th-street/6410.html,33.450139,-112.029766
1205 S Rural Rd,85280-1393,Az,Tempe,https://www.mcdonalds.com//content/us/en-us/location/az/tempe/1205-s-rural-rd/11664.html,33.415847,-111.925918
1516 N Hayden Rd,85257,Az,Scottsdale,https://www.mcdonalds.com//content/us/en-us/location/az/scottsdale/1516-n-hayden-rd/21717.html,33.465051,-111.909328
3130 E Broadway,85040,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3130-e-broadway/26394.html,33.407552,-112.01386
3255 S 48th St,85282-3148,Az,Tempe,https://www.mcdonalds.com//content/us/en-us/location/az/tempe/3255-s-48th-st/4909.html,33.393262,-111.977738
1785 E University,85281,Az,Tempe,https://www.mcdonalds.com//content/us/en-us/location/az/tempe/1785-e-university/22111.html,33.421425,-111.910217
3155 E. Indian School Rd,85018,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3155-e-indian-school-rd/37926.html,33.494954,-112.013276
3323 N 24th St,85016-7317,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3323-n-24th-st/1403.html,33.486675,-112.029725
8001 E Indian School Rd,85257,Az,Scottsdale,https://www.mcdonalds.com//content/us/en-us/location/az/scottsdale/8001-e-indian-school-rd/3812.html,33.494536,-111.908455
6650 Security Boulevard,21207,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/6650-security-boulevard/33715.html,39.312452,-76.737698
1655 Belmont Ave,21207,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/1655-belmont-ave/5418.html,39.313418,-76.749116
5637 Baltimore National Pike,21228,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/5637-baltimore-national-pike/2704.html,39.288543,-76.72755699999998
6005 Liberty Rd,21207,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/6005-liberty-rd/2942.html,39.336698,-76.71292199999998
1011 N Rolling Rd,21228,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/1011-n-rolling-rd/2388.html,39.284708,-76.752486
501 Frederick Rd,21228,Md,Catonsville,https://www.mcdonalds.com//content/us/en-us/location/md/catonsville/501-frederick-rd/20971.html,39.272648,-76.72759599999998
4205-15 Mortimer Ave,21215,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/4205-15-mortimer-ave/11639.html,39.3477,-76.69372299999998
3249 Frederick Ave,21229,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/3249-frederick-ave/4450.html,39.280542,-76.671423
4401 Reistertown Rd,21215,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/4401-reistertown-rd/1024.html,39.33941,-76.667958
3619 Wilkins Ave,21229,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/3619-wilkins-ave/20973.html,39.270342,-76.680767
8227 Liberty Rd,21244,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/8227-liberty-rd/882.html,39.355771000000004,-76.765025
2501-13 W Franklin Str,21223,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/2501-13-w-franklin-str/5088.html,39.29297800000001,-76.65673699999998
502 Reisterstown Rd,21208,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/502-reisterstown-rd/898.html,39.367451,-76.71668299999997
1706 Reistertown Rd,21208,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/1706-reistertown-rd/11134.html,39.381551,-76.73129300000002
3223 Washington Blvd,21230,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/3223-washington-blvd/10626.html,39.256965,-76.663815
3721 E Thomas Rd  Walmart #2515,85018,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3721-e-thomas-rd-walmart-2515/19131.html,33.478704,-112.000941
4430 E Thomas,85018-7608,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/4430-e-thomas/1092.html,33.480701,-111.985696
3155 E. Indian School Rd,85018,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3155-e-indian-school-rd/37926.html,33.494954,-112.013276
3323 N 24th St,85016-7317,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3323-n-24th-st/1403.html,33.486675,-112.029725
125 N 24th Street,85034-1332,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/125-n-24th-street/6410.html,33.450139,-112.029766
3400 E Sky Harbor Blvd,85034,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3400-e-sky-harbor-blvd/35362.html,33.437111,-111.994354
1635 E Camelback Rd,85016,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/1635-e-camelback-rd/22352.html,33.50881,-112.046206
926 E Indian School Rd,85014,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/926-e-indian-school-rd/7816.html,33.4952,-112.06176
2882 N Scottsdale Rd,85257,Az,Scottsdale,https://www.mcdonalds.com//content/us/en-us/location/az/scottsdale/2882-n-scottsdale-rd/12536.html,33.479918,-111.926588
545 E Mcdowell,85007,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/545-e-mcdowell/20697.html,33.465090000000004,-112.065566
1601 E Glendale,85036,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/1601-e-glendale/18959.html,33.538022,-112.04715
4430 E Thomas,85018-7608,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/4430-e-thomas/1092.html,33.480701,-111.98569599999999
3721 E Thomas Rd  Walmart #2515,85018,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3721-e-thomas-rd-walmart-2515/19131.html,33.478704,-112.000941
2882 N Scottsdale Rd,85257,Az,Scottsdale,https://www.mcdonalds.com//content/us/en-us/location/az/scottsdale/2882-n-scottsdale-rd/12536.html,33.479918,-111.926588
3155 E. Indian School Rd,85018,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3155-e-indian-school-rd/37926.html,33.494954,-112.013276
8001 E Indian School Rd,85257,Az,Scottsdale,https://www.mcdonalds.com//content/us/en-us/location/az/scottsdale/8001-e-indian-school-rd/3812.html,33.494536,-111.908455
1516 N Hayden Rd,85257,Az,Scottsdale,https://www.mcdonalds.com//content/us/en-us/location/az/scottsdale/1516-n-hayden-rd/21717.html,33.465051,-111.909328
3323 N 24th St,85016-7317,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3323-n-24th-st/1403.html,33.486675,-112.029725
5998 N Granite Reef Rd,85250,Az,Scottsdale,https://www.mcdonalds.com//content/us/en-us/location/az/scottsdale/5998-n-granite-reef-rd/36225.html,33.523554,-111.900488
3400 E Sky Harbor Blvd,85034,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3400-e-sky-harbor-blvd/35362.html,33.437111,-111.994354
1635 E Camelback Rd,85016,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/1635-e-camelback-rd/22352.html,33.50881,-112.04620600000001
125 N 24th Street,85034-1332,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/125-n-24th-street/6410.html,33.450139,-112.029766
3401 Pulaski Hwy,21224,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/3401-pulaski-hwy/20970.html,39.29579,-76.56914
4526 Erdman Ave,21213,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/4526-erdman-ave/10653.html,39.309395,-76.561964
5600 Odonnell Street Cut Off,21224,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/5600-odonnell-street-cut-off/12958.html,39.278814,-76.546617
6540 Eastern Avenue,21224,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/6540-eastern-avenue/33853.html,39.288077,-76.536686
2001 N Broadway,21213,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/2001-n-broadway/2797.html,39.313688,-76.596111
6001 Moravia Rd,21206,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/6001-moravia-rd/17810.html,39.315155,-76.54469300000002
825 East Fort Avenue,21230-5117,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/825-east-fort-avenue/11851.html,39.271601,-76.602161
7500 Pulaski Hwy,21237,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/7500-pulaski-hwy/22171.html,39.313056,-76.525502
25 N Howard St,21201,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/25-n-howard-st/2606.html,39.290334,-76.619251
15 W North Ave,21201,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/15-w-north-ave/3942.html,39.310641,-76.617139
425 W Baltimore St,21201,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/425-w-baltimore-st/8115.html,39.28911,-76.62213299999998
2840 Greenmount Ave,21218,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/2840-greenmount-ave/10828.html,39.323284,-76.609934
2222 Dundalk Ave,21222,Md,Dundalk,https://www.mcdonalds.com//content/us/en-us/location/md/dundalk/2222-dundalk-ave/2055.html,39.262489,-76.526675
4635-37 Harford Rd,21214,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/4635-37-harford-rd/11619.html,39.342813,-76.568476
1600 Argonne Dr,21218,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/1600-argonne-dr/12239.html,39.340528000000006,-76.590571
1020 Northpoint Blvd,21224,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/1020-northpoint-blvd/33965.html,39.29155,-76.50793900000002
5713 Belair Rd,21206,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/5713-belair-rd/16736.html,39.342985,-76.544044
7734 Wise Ave,21222,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/7734-wise-ave/312.html,39.269102,-76.50039
5100 York Rd,21212,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/5100-york-rd/3598.html,39.350388,-76.61021
3920 Falls Rd,21211,Md,Baltimore,https://www.mcdonalds.com//content/us/en-us/location/md/baltimore/3920-falls-rd/14244.html,39.335614,-76.63667099999998
3501 W. Van Buren St.,85009,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3501-w-van-buren-st/5455.html,33.450994,-112.135001
1532 N 51st Ave,85043-1777,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/1532-n-51st-ave/10839.html,33.465237,-112.169735
2427 W Thomas Rd,85015-5941,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/2427-w-thomas-rd/1258.html,33.480185999999996,-112.11085700000001
223 N 7th Ave,85003,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/223-n-7th-ave/23311.html,33.451167,-112.082117
3207 W Indian School,85017-3902,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/3207-w-indian-school/11739.html,33.494375,-112.128367
1850 S 7th St,85034-5120,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/1850-s-7th-st/7784.html,33.429728999999995,-112.06566699999999
5750 W Thomas,85031-3227,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/5750-w-thomas/4441.html,33.48093,-112.18426799999999
545 E Mcdowell,85007,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/545-e-mcdowell/20697.html,33.465090000000004,-112.06556599999999
5050 W Indian School Road,85031,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/5050-w-indian-school-road/36667.html,33.495366,-112.167143
6650 West Van Buren Street,85043,Az,Phoenix,https://www.mcdonalds.com//content/us/en-us/location/az/phoenix/6650-west-van-buren-street/36176.html,33.451963,-112.20303700000001
